상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220812242194,포가레 신촌점,151,150,1,99.3,0.7
MA010120220803188921,소바연구소,145,138,7,95.2,4.8
MA010120220802929059,지니네컵밥,144,144,0,100.0,0.0
MA010120220807413424,영미김밥,137,135,2,98.5,1.5
MA0101202210A0088461,매머드익스프레스 신촌점,134,132,2,98.5,1.5
MA010120220812161279,메가MGC커피 창천점,132,130,2,98.5,1.5
MA010120220809408624,독립문설렁탕,125,116,9,92.8,7.2
MA010120220800625157,잠바주스 연세세브란스점,120,114,6,95.0,5.0
MA010120220812815107,파리바게뜨 카페이대역점,108,106,2,98.1,1.9
MA010120220802691019,타코벨 신촌점,106,100,6,94.3,5.7
MA010120220812266399,천궁전마라탕,102,101,1,99.0,1.0
MA010120220812303375,유소바,95,95,0,100.0,0.0
3318,탈리,95,93,2,97.9,2.1
MA010120220806851648,플라페,94,94,0,100.0,0.0
MA010120220814145908,마더린러 베이글,93,90,3,96.8,3.2
MA010120220807064192,롯데리아 이대점,92,91,1,98.9,1.1
MA010120220814048829,포베이 연세암병원점,91,88,3,96.7,3.3
MA010120220805206695,코쿤캅,88,88,0,100.0,0.0
MA010120220814279612,기꾸스시,87,85,2,97.7,2.3
MA010120220812109602,왓츠 유얼 컬러,84,84,0,100.0,0.0
MA010120220812705871,양꽃 오마카세 신촌점,83,79,4,95.2,4.8
MA010120220804615661,백년당 마라탕 본점,82,81,1,98.8,1.2
MA010120220809791149,투썸플레이스 이대역점,81,80,1,98.8,1.2
MA010120220811793802,맘스터치 이대점,81,78,3,96.3,3.7
3305,또보겠지떡볶이집 신촌히어로점,81,78,3,96.3,3.7
MA010120220814100801,커피크레페본점,79,77,2,97.5,2.5
MA010120220800600549,이디야커피 신촌역점,79,77,2,97.5,2.5
MA010120220814302419,빽다방 신촌역점,77,76,1,98.7,1.3
MA010120220812685290,팔공티 신촌점,77,76,1,98.7,1.3
3311,김진환 제과점,77,77,0,100.0,0.0
MA010120220800593680,돈우마미,76,76,0,100.0,0.0
MA010120220811968247,브릭스5221맥주 신촌점,73,73,0,100.0,0.0
MA010120220800626353,형제갈비,72,65,7,90.3,9.7
MA010120220807432876,사장님돈까스 이화여대점,72,72,0,100.0,0.0
MA010120220803061103,컴포즈커피 신촌연세대점,71,69,2,97.2,2.8
MA010120220808826529,돈까스대왕전 이대점,71,69,2,97.2,2.8
MA010120220804319254,오늘와인한잔 연대가든점,70,70,0,100.0,0.0
MA010120220800590701,이삭토스트 서울신촌점,70,69,1,98.6,1.4
MA010120220808035101,버거리 신촌점,70,67,3,95.7,4.3
MA010120220809620673,보승회관 서울신촌점,68,61,7,89.7,10.3
MA010120220800603549,소신이쏘 신촌본점,66,62,4,93.9,6.1
MA010120220806987328,싸다김밥 신촌점,64,61,3,95.3,4.7
3332,미분당 홍대점,64,64,0,100.0,0.0
MA010120220805371852,매머드익스프레스 이대점,62,61,1,98.4,1.6
MA010120220800625120,부탄츄 신촌점,62,58,4,93.5,6.5
MA010120220805836229,오늘통닭 신촌직영점,62,61,1,98.4,1.6
MA010120220814207268,타오마라탕 신촌점,61,61,0,100.0,0.0
MA010120220812501200,샐러디 이화여대점,61,59,2,96.7,3.3
MA010120220800632499,고향전주비빔밥 현대백화점신촌점,60,55,5,91.7,8.3
MA010120220800589488,구씨네부엌,59,59,0,100.0,0.0
MA010120220800626412,고르드,58,55,3,94.8,5.2
MA010120220806681307,연희김밥 신촌점,55,54,1,98.2,1.8
MA010120220812939901,역전할머니맥주 신촌점,55,52,3,94.5,5.5
MA010120220804843709,공차 이대역점,55,50,5,90.9,9.1
MA010120220805648394,라구식당,55,54,1,98.2,1.8
MA010120220805056183,더블랙나인,54,54,0,100.0,0.0
MA010120220802502144,배스킨라빈스 이대역,54,53,1,98.1,1.9
MA010120220807014750,독수리다방,53,51,2,96.2,3.8
MA010120220812692974,본죽 세브란스병원점,53,51,2,96.2,3.8
MA010120220800594374,대성이네,53,53,0,100.0,0.0
MA010120220814256550,로봇김밥 세브란스점,52,50,2,96.2,3.8
MA010120220800600409,아마스빈 이대점,52,52,0,100.0,0.0
MA010120220800596371,고삼이 신촌점,51,51,0,100.0,0.0
MA010120220805511562,팔공티 이대점,51,51,0,100.0,0.0
MA010120220800595698,여우골초밥 신촌점,48,45,3,93.8,6.2
MA010120220814083848,쥬씨 신촌점,47,44,3,93.6,6.4
MA010120220812024024,비아37,47,46,1,97.9,2.1
MA010120220800581023,삭 수제튀김 전문점,47,46,1,97.9,2.1
MA010120220814190705,방콕익스프레스 신촌본점,47,47,0,100.0,0.0
MA010120220812201759,금별맥주 신촌점,46,43,3,93.5,6.5
MA010120220802965641,엔타로커피,46,46,0,100.0,0.0
MA010120220802691073,엠브로돈까스 신촌본점,46,44,2,95.7,4.3
MA010120220812333801,타코로코,46,45,1,97.8,2.2
MA010120220800599837,복성각,46,43,3,93.5,6.5
MA010120220800557729,카페나무,46,44,2,95.7,4.3
MA010120220806523856,할리스 이대점,44,43,1,97.7,2.3
MA010120220800665082,난향,44,44,0,100.0,0.0
MA010120220811824024,롤링파스타 신촌점,44,43,1,97.7,2.3
MA010120220810113017,연세로갈매기,44,44,0,100.0,0.0
MA010120220806624362,본우리반상 신촌세브란스점,44,41,3,93.2,6.8
MA010120220800624817,닥터로빈 이대점,43,42,1,97.7,2.3
MA010120220814278735,전티마이베트남쌀국수 이화여대점,43,42,1,97.7,2.3
MA010120220808037913,주막보리밥,43,40,3,93.0,7.0
MA010120220813986760,포티드,42,40,2,95.2,4.8
MA010120220808135929,마녀주방 신촌점,42,42,0,100.0,0.0
MA010120220813385141,클로리스 신촌본점,42,40,2,95.2,4.8
MA010120220800556453,맛있는순두부&김치찜,42,38,4,90.5,9.5
MA010120220807021864,구구족 이대점,41,40,1,97.6,2.4
MA010120220809818533,현명식탁,39,38,1,97.4,2.6
MA010120220800589054,홍콩반점0410 신촌2호점,38,36,2,94.7,5.3
3333,산울림1992,38,36,2,94.7,5.3
MA010120220800578917,무사시,38,35,3,92.1,7.9
MA010120220800757075,이디야커피 이화여대점,38,38,0,100.0,0.0
MA010120220800590196,탐앤탐스 신촌로터리점,37,34,3,91.9,8.1
MA010120220807773009,피슈마라홍탕 신촌점,37,37,0,100.0,0.0
MA010120220800570371,티앙팡 오후의 홍차,37,37,0,100.0,0.0
MA0101202302A0026660,모센즈스위트 이대점,37,35,2,94.6,5.4
MA010120220812988264,헤이진,36,36,0,100.0,0.0
MA0101202211A0011669,역전우동0410 신촌점,36,36,0,100.0,0.0
MA010120220810543131,유자유김치떡볶이 신촌점,36,34,2,94.4,5.6
3327,뜸들이다 신촌점,35,34,1,97.1,2.9
MA010120220804969002,신룽푸마라탕 이대점,35,33,2,94.3,5.7
MA010120220800926252,아콘스톨,35,34,1,97.1,2.9
3330,철길왕갈비살,35,30,5,85.7,14.3
MA010120220802898807,교토우마이,35,35,0,100.0,0.0
MA010120220811657813,인타코타코야끼&캔카페,35,33,2,94.3,5.7
MA010120220804934065,3F CAFE,35,35,0,100.0,0.0
MA010120220811982063,고스트요거트 이대점,34,34,0,100.0,0.0
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,34,31,3,91.2,8.8
MA010120220806520559,청년다방 신촌점,34,33,1,97.1,2.9
MA010120220808574231,쥬씨 이대점,33,32,1,97.0,3.0
MA010120220813310135,뚜레쥬르 이화여대ECC점,33,33,0,100.0,0.0
MA010120220800583195,던킨 연대동문회관점,33,32,1,97.0,3.0
3324,더브레드블루 신촌본점,32,31,1,96.9,3.1
MA010120220804171594,waffle it up,32,32,0,100.0,0.0
MA010120220800558973,구이마을,32,31,1,96.9,3.1
MA010120220800624887,던킨 연세안과병원점,32,29,3,90.6,9.4
MA010120220805334818,식탁 하늬솔점,32,31,1,96.9,3.1
MA010120220813190034,고피자 신촌1호점,32,31,1,96.9,3.1
MA010120220808431265,춘천집닭갈비본사직영철판구이,32,31,1,96.9,3.1
3300,김광석신촌칼국수 본점,32,32,0,100.0,0.0
MA010120220809586156,백미당 현대백화점신촌점,31,27,4,87.1,12.9
MA010120220808118352,파스쿠찌 연세우리라운지점,31,30,1,96.8,3.2
MA010120220812984210,볼타,31,31,0,100.0,0.0
MA010120220809655412,미도인 신촌,31,31,0,100.0,0.0
MA010120220812628509,이디야커피 연세대점,31,30,1,96.8,3.2
MA010120220804599689,막걸리싸롱,31,31,0,100.0,0.0
3322,렌게,30,29,1,96.7,3.3
MA010120220800580738,아마,30,30,0,100.0,0.0
3340,혼신꼬치,30,28,2,93.3,6.7
MA010120220803930832,머노까머나 신촌점,30,29,1,96.7,3.3
MA010120220813493798,옥루몽 신촌본점,29,28,1,96.6,3.4
MA010120220800567138,춘천집 닭갈비막국수,29,28,1,96.6,3.4
MA010120220812191505,건륭산시도삭면 신촌본점,29,27,2,93.1,6.9
3321,형제식당,29,29,0,100.0,0.0
MA010120220800209304,도토리칼국수,28,26,2,92.9,7.1
MA010120220802926374,카우떡볶이,28,28,0,100.0,0.0
3337,빅타이니,28,28,0,100.0,0.0
MA010120220811950836,크로플덕오리아가씨 신촌점,28,28,0,100.0,0.0
MA010120220800213478,리히트,28,28,0,100.0,0.0
MA010120220804401647,김광석신촌칼국수 이대직영점,28,28,0,100.0,0.0
MA010120220811724523,공차 이대익스프레스점,28,28,0,100.0,0.0
MA010120220800589616,고냉지,28,27,1,96.4,3.6
MA010120220808461213,신룽푸마라탕 신촌점,28,23,5,82.1,17.9
MA010120220804132287,샐러디 연세대점,27,27,0,100.0,0.0
MA010120220811498089,유야케도쿄,27,26,1,96.3,3.7
MA0101202209A0092906,포히엔베트남쌀국수,27,27,0,100.0,0.0
MA010120220813916613,김삼보김치찌개 신촌점,27,25,2,92.6,7.4
MA010120220813099356,스카이문 루프탑,27,27,0,100.0,0.0
MA010120220813940605,지파시 연세암병원점,27,26,1,96.3,3.7
3320,공릉닭한마리,27,25,2,92.6,7.4
MA010120220810234211,시오램,26,26,0,100.0,0.0
MA010120220805382257,소오밥집,26,25,1,96.2,3.8
MA010120220810149522,강남불백 신촌점,26,25,1,96.2,3.8
MA010120220806454999,텐동미세기,26,26,0,100.0,0.0
MA010120220801217659,미스터서왕만두,26,26,0,100.0,0.0
MA010120220805346423,란주탕슉,26,22,4,84.6,15.4
MA010120220801785130,명륜진사갈비 서울신촌점,26,25,1,96.2,3.8
MA010120220806484912,백순대본가새맛 신촌연대점,26,26,0,100.0,0.0
MA010120220800611265,김가네김밥 이대점,26,26,0,100.0,0.0
MA010120220803808742,이삭토스트 창천점,26,26,0,100.0,0.0
MA010120220800600419,가화만사성,26,25,1,96.2,3.8
MA010120220808203278,비아 메렝게,25,23,2,92.0,8.0
MA010120220800577547,라 본느 타르트,25,25,0,100.0,0.0
MA010120220805052425,군자대한곱창 신촌점,25,24,1,96.0,4.0
MA010120220803097672,파파노다이닝,25,23,2,92.0,8.0
MA010120220802283256,화로상회 신촌점,25,24,1,96.0,4.0
MA010120220811992941,과일에반하다 프루타 신촌점,25,23,2,92.0,8.0
MA010120220803867640,아소비바,24,24,0,100.0,0.0
MA010120220812341635,신촌칼,24,24,0,100.0,0.0
MA010120220814078162,호복,24,21,3,87.5,12.5
MA010120220802054670,커피도가 헤리티지 신촌이대점,24,24,0,100.0,0.0
MA010120220810306836,풍국면 현대백화점 신촌점,23,22,1,95.7,4.3
