상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220812889557,비스트로성수,72,70,2,97.2,2.8
MA010120220809323066,계모임,72,72,0,100.0,0.0
MA010120220812421834,쿠키샾,71,69,2,97.2,2.8
MA010120220808737660,누메로도스,70,69,1,98.6,1.4
MA010120220811676719,도렐 성수점,69,64,5,92.8,7.2
MA010120220812523221,까망,69,69,0,100.0,0.0
MA010120220812150643,훼미리손칼국수보쌈,69,65,4,94.2,5.8
MA010120220805026887,카린지_린가네 스낵바,68,66,2,97.1,2.9
MA010120220808562367,쎈느Scene,68,66,2,97.1,2.9
MA010120220809757616,슈퍼말차 성수,68,66,2,97.1,2.9
MA010120220803277142,멘야코노하 성수,67,67,0,100.0,0.0
2231,하프커피 성수,67,66,1,98.5,1.5
MA010120220812861269,프롤라,67,63,4,94.0,6.0
MA010120220811736530,윤경양식당,67,64,3,95.5,4.5
MA010120220803774227,강남면옥 성수점,66,60,6,90.9,9.1
MA010120220811808670,만학,66,59,7,89.4,10.6
MA010120220800766764,가조쿠,65,63,2,96.9,3.1
2220,까치화방 성수낙낙점,65,63,2,96.9,3.1
MA010120220806687820,오레노카츠 성수본점,65,65,0,100.0,0.0
MA010120220805652148,티룸,65,64,1,98.5,1.5
MA010120220812025126,라프레플루트,64,61,3,95.3,4.7
MA010120220805038475,위스위츠,63,62,1,98.4,1.6
MA010120220803531286,샐러디 성수점,63,62,1,98.4,1.6
MA010120220812319714,성수노루,62,59,3,95.2,4.8
MA010120220809698130,어메이징브루잉컴퍼니,62,59,3,95.2,4.8
MA010120220808687028,카멜커피 성수점,61,55,6,90.2,9.8
MA010120220810441160,서울숲누룽지통닭구이,60,54,6,90.0,10.0
MA010120220808069927,벨라스가든 서울숲점,60,58,2,96.7,3.3
MA010120220813751348,스시메이 성수점,60,60,0,100.0,0.0
2201,하노이102,59,56,3,94.9,5.1
MA010120220806684244,훔볼트,59,57,2,96.6,3.4
MA010120220811209748,stdo,59,55,4,93.2,6.8
MA010120220805546139,파르코,58,57,1,98.3,1.7
MA010120220803773796,팜티진쌀국수,58,55,3,94.8,5.2
MA010120220803282988,피키니키 라자냐,58,57,1,98.3,1.7
MA0101202301A0036886,써브웨이 성수역점,58,55,3,94.8,5.2
MA010120220813877154,바이레인,57,56,1,98.2,1.8
MA010120220812810330,유가츠,56,51,5,91.1,8.9
MA010120220812850710,오스테리아 파로,55,54,1,98.2,1.8
MA010120220807051217,공차 서울숲점,55,55,0,100.0,0.0
2228,무식당 성수본점,55,41,14,74.5,25.5
2222,소년식당,55,51,4,92.7,7.3
MA010120220803146726,브라운래빗 서울숲점,55,53,2,96.4,3.6
MA010120220803352489,버섯집,54,54,0,100.0,0.0
MA010120220807949349,꿉당 성수점,54,51,3,94.4,5.6
MA010120220802871259,할머니의 레시피,54,51,3,94.4,5.6
MA010120220809276583,롸카두들 내쉬빌 핫치킨 성수점,54,54,0,100.0,0.0
MA010120220809878549,포배럴카페,53,48,5,90.6,9.4
MA010120220813433312,목금,53,52,1,98.1,1.9
MA010120220810451228,윌리스엘에이피자,53,53,0,100.0,0.0
MA010120220809325760,굿갓레스토랑 성수역점,53,51,2,96.2,3.8
MA010120220813867471,위드번,53,52,1,98.1,1.9
MA010120220813229902,호감도,52,51,1,98.1,1.9
MA010120220804474078,보스코 에스프레소 바,52,48,4,92.3,7.7
MA010120220810480520,바르다김선생 서울숲점,52,42,10,80.8,19.2
2238,체다앤올리,52,45,7,86.5,13.5
MA010120220811774021,뚜르띠에르,52,48,4,92.3,7.7
MA010120220803257016,화이트글래스,50,49,1,98.0,2.0
MA010120220813231777,시옹마오,50,49,1,98.0,2.0
MA010120220813028979,컴포즈커피 화양사거리점,49,47,2,95.9,4.1
MA010120220800605454,올댓커피 포레스트점,49,48,1,98.0,2.0
MA010120220811219504,슈에뜨펍,49,48,1,98.0,2.0
MA010120220814221305,성수옥상,49,46,3,93.9,6.1
MA010120220807029925,퀴버 서울숲,49,48,1,98.0,2.0
MA010120220814367917,기후,48,46,2,95.8,4.2
MA010120220806390705,베티버 성수,48,48,0,100.0,0.0
MA010120220814395136,히즈빈스 성수점,48,48,0,100.0,0.0
MA010120220813142657,정선부뚜막,48,47,1,97.9,2.1
MA010120220809273246,올드너티 커피로스터스,48,47,1,97.9,2.1
MA010120220803238646,정돈 성수점,48,46,2,95.8,4.2
MA010120220812967769,일일향 성수10호점,48,42,6,87.5,12.5
MA010120220812886041,까까를로,48,48,0,100.0,0.0
MA010120220810375941,무브모브 성수,47,47,0,100.0,0.0
2232,감도 성수점,46,43,3,93.5,6.5
MA010120220808511519,마크69,46,43,3,93.5,6.5
MA010120220812324733,공차 성수역점,46,44,2,95.7,4.3
2206,빠오즈푸 서울숲직영점,46,44,2,95.7,4.3
MA010120220803075899,화화담 성수,46,44,2,95.7,4.3
MA010120220803722868,신선식탁 성수역점,46,46,0,100.0,0.0
MA010120220813186265,지우관,46,45,1,97.8,2.2
MA010120220813741000,벱,46,44,2,95.7,4.3
MA010120220806892678,201호,45,45,0,100.0,0.0
MA010120220807208191,잠수교집 성수 직영점,45,43,2,95.6,4.4
MA010120220813920927,야드 서울,45,42,3,93.3,6.7
MA010120220807980608,BNHR,45,41,4,91.1,8.9
MA010120220806600844,희릿,45,44,1,97.8,2.2
MA010120220814207284,스케줄 성수,45,42,3,93.3,6.7
MA010120220809823782,니드스윗,44,44,0,100.0,0.0
MA010120220809138610,수원원조갈비,44,33,11,75.0,25.0
MA010120220813632780,버니타운,44,44,0,100.0,0.0
MA010120220805953344,뜨리에이치,44,43,1,97.7,2.3
MA010120220803773713,푸르너스가든 서울숲,44,43,1,97.7,2.3
MA010120220813073128,빙봉,44,38,6,86.4,13.6
MA010120220813788353,호랑이 초밥,44,44,0,100.0,0.0
MA010120220806441934,투썸플레이스 성수skv타워점,43,39,4,90.7,9.3
MA010120220806592911,유어네이키드치즈,43,42,1,97.7,2.3
MA0101202211A0097645,비트랩,43,43,0,100.0,0.0
MA010120220808452117,퍼먼트,43,40,3,93.0,7.0
MA010120220813012292,포맨스,43,37,6,86.0,14.0
2226,카페&펍 연무장,43,38,5,88.4,11.6
MA010120220812441548,어퍼룸,43,43,0,100.0,0.0
2236,글로우,42,41,1,97.6,2.4
2219,미디엄스톤 성수점,42,42,0,100.0,0.0
MA010120220813349320,하늘분식,42,37,5,88.1,11.9
MA010120220803005362,버거보이 성수낙낙점,42,39,3,92.9,7.1
MA010120220804946727,위키드와이프,41,39,2,95.1,4.9
MA010120220807787274,폴인레미유 성수점,41,40,1,97.6,2.4
MA010120220813636144,마하차이 성수본점,41,40,1,97.6,2.4
MA010120220804404001,빙맥홀닭 서울숲점,40,40,0,100.0,0.0
MA010120220803096271,구욱희씨 서울숲점,40,37,3,92.5,7.5
MA010120220811079800,사람사는 고깃집 김일도 성수점,40,40,0,100.0,0.0
MA010120220812170721,오스테리아 로에로,39,39,0,100.0,0.0
MA010120220804786474,김밥천국 서울숲점,39,38,1,97.4,2.6
MA010120220812988323,제제,39,37,2,94.9,5.1
MA010120220806910111,땅스부대찌개 성수점,39,39,0,100.0,0.0
MA010120220807941883,메가MGC커피 성수일로점,39,38,1,97.4,2.6
MA010120220805311983,발렁스,39,39,0,100.0,0.0
MA010120220803266109,소바마에,38,37,1,97.4,2.6
MA010120220803932887,나누리잡화점,38,34,4,89.5,10.5
MA010120220805056191,묘사서울,38,38,0,100.0,0.0
MA010120220807080871,티케,38,37,1,97.4,2.6
MA010120220806430791,Pauline CoffeeBar,38,38,0,100.0,0.0
MA010120220803770240,왕삼겹정육식당,38,38,0,100.0,0.0
MA010120220804376084,화랑직화구이,38,38,0,100.0,0.0
MA010120220809825639,성수로운,38,37,1,97.4,2.6
MA010120220810026691,중화카츠 서울숲,38,38,0,100.0,0.0
MA010120220803779659,성수우동,37,36,1,97.3,2.7
MA010120220809937284,써브웨이 서울숲점,37,31,6,83.8,16.2
MA010120220803395347,르셀,37,37,0,100.0,0.0
MA010120220810159202,더카페 서울숲역점,37,37,0,100.0,0.0
MA010120220808925038,소바식당,36,34,2,94.4,5.6
MA010120220802919553,대낚식당,36,36,0,100.0,0.0
MA010120220803074311,성수이루다,36,35,1,97.2,2.8
MA010120220804886041,도치피자 성수,36,35,1,97.2,2.8
MA010120220812038690,고공 성수본점,36,36,0,100.0,0.0
MA010120220808614235,평이담백뼈칼국수 성수점,36,36,0,100.0,0.0
MA010120220805378019,빽다방 뚝섬역점,36,34,2,94.4,5.6
2218,칙피스 성수점,36,36,0,100.0,0.0
MA010120220800404869,차이나플레인 서울숲점,36,35,1,97.2,2.8
MA010120220807950014,루디먼트,36,35,1,97.2,2.8
MA010120220810487010,춘하추우동,35,35,0,100.0,0.0
MA010120220805466594,타이거풀,35,32,3,91.4,8.6
MA010120220808594732,레이더,35,31,4,88.6,11.4
MA010120220808111727,헤비스테이크 성수점,35,32,3,91.4,8.6
MA010120220808207022,오늘애김밥 성수역점,35,33,2,94.3,5.7
MA010120220813042636,홍화돈,35,32,3,91.4,8.6
MA010120220814076696,록멘,34,32,2,94.1,5.9
MA010120220811136004,송흥,34,33,1,97.1,2.9
MA010120220808506290,미오 도쿄 다이닝,34,32,2,94.1,5.9
MA010120220811859473,써니눅,34,34,0,100.0,0.0
MA010120220812712456,동빙고 성수점,34,31,3,91.2,8.8
MA010120220802847676,잇샐러드 성수점,34,32,2,94.1,5.9
MA010120220803899287,롯데리아 성수역점,34,32,2,94.1,5.9
MA010120220803305872,마리오네,34,33,1,97.1,2.9
MA010120220813834413,금금 성수점,34,33,1,97.1,2.9
MA010120220804201549,힘이나는커피생활 성수2호점,33,32,1,97.0,3.0
MA010120220807275949,승리원,33,32,1,97.0,3.0
MA010120220803112048,마블상회,33,33,0,100.0,0.0
MA0101202212A0062918,소인수서울 본점,33,30,3,90.9,9.1
MA010120220805526791,도도한면 성수본점,33,33,0,100.0,0.0
MA010120220811878847,업사이드커피,33,32,1,97.0,3.0
MA010120220808117495,등촌샤브칼국수 성수점,33,28,5,84.8,15.2
MA010120220806724960,본노엘 성수점,32,30,2,93.8,6.2
MA0101202301A0091485,뚝 다이닝,32,29,3,90.6,9.4
MA010120220808200343,dyscoffee,32,32,0,100.0,0.0
MA010120220806760736,에이투비 Cafe&Bar,32,32,0,100.0,0.0
MA010120220806969865,포동푸딩,32,31,1,96.9,3.1
MA010120220812938067,피자시즌,32,32,0,100.0,0.0
2211,포지티브 서울숲,31,31,0,100.0,0.0
MA010120220800583433,리틀포레스트,31,28,3,90.3,9.7
MA010120220803179161,청담순대국,31,31,0,100.0,0.0
MA010120220805510998,빽다방 화양사거리점,31,30,1,96.8,3.2
MA010120220812469276,삼원,31,30,1,96.8,3.2
2216,마구로쇼쿠도,31,30,1,96.8,3.2
MA010120220806466876,봉쥬르,31,30,1,96.8,3.2
MA010120220811076642,고운 돈카츠,31,31,0,100.0,0.0
MA010120220804687736,홍콩반점0410 성수역점,31,27,4,87.1,12.9
2214,기미사 성수,30,28,2,93.3,6.7
MA010120220809327894,HDD피자,30,30,0,100.0,0.0
MA010120220810031017,매머드익스프레스 성수역점,30,28,2,93.3,6.7
MA010120220800042852,누아흐,30,30,0,100.0,0.0
MA010120220812553079,유스트레스,30,29,1,96.7,3.3
MA010120220808477096,아키야마,29,28,1,96.6,3.4
MA010120220811193445,오토김밥 서울숲점,29,27,2,93.1,6.9
MA010120220812889719,스시오오모토,29,23,6,79.3,20.7
MA010120220813395979,누메로뜨레쓰,29,29,0,100.0,0.0
MA010120220810324308,멜라 성수점,29,27,2,93.1,6.9
MA010120220803390135,마하차이 서울숲점,29,28,1,96.6,3.4
MA010120220814107853,육육면관,29,29,0,100.0,0.0
MA010120220803437818,어라운드데이,29,29,0,100.0,0.0
MA010120220809589780,기러기둥지 성수,29,28,1,96.6,3.4
MA010120220809215832,동대문엽기떡볶이 성수점,28,27,1,96.4,3.6
MA010120220804654051,뚝섬숯불갈비,28,24,4,85.7,14.3
MA010120220809686696,탕화쿵푸마라탕 성수동지점,28,27,1,96.4,3.6
MA010120220804059734,오우도,28,27,1,96.4,3.6
MA010120220811763793,단일서울,28,27,1,96.4,3.6
2215,디플랫 성수,28,26,2,92.9,7.1
MA010120220800529574,성수동 리얼 로스팅 커피&디저트,28,27,1,96.4,3.6
MA010120220803095900,오근내7닭갈비,27,27,0,100.0,0.0
MA010120220804325160,이곳에,27,26,1,96.3,3.7
MA010120220800387572,샹도르본사직영점,27,23,4,85.2,14.8
MA010120220814002400,이로우,27,25,2,92.6,7.4
2200,보이어,27,27,0,100.0,0.0
MA010120220812936847,오카보카,27,27,0,100.0,0.0
MA010120220805705118,모모야 성수점,27,27,0,100.0,0.0
MA010120220812952684,굴림,27,26,1,96.3,3.7
MA010120220803575688,신사동 벼락집,26,25,1,96.2,3.8
MA010120220805234197,신라다랑원 성수점,26,25,1,96.2,3.8
MA010120220814328711,그리너 성수1가점,26,22,4,84.6,15.4
MA0101202209A0073668,아비꼬 성수역점,26,22,4,84.6,15.4
MA010120220803777055,짬뽕위에더짬뽕,26,24,2,92.3,7.7
MA010120220803053016,그라데이션커피,26,26,0,100.0,0.0
MA010120220808046149,성수맥주,26,25,1,96.2,3.8
MA010120220803090711,온센 성수점,26,26,0,100.0,0.0
2207,원기옥,26,25,1,96.2,3.8
MA010120220812946168,심야의 숲,26,26,0,100.0,0.0
MA010120220806998884,부산밀면,26,25,1,96.2,3.8
MA010120220805177603,아이오쓰리 에이스하이엔드점,26,26,0,100.0,0.0
MA010120220810115852,야페,26,26,0,100.0,0.0
MA010120220804916344,피자니스타 서울숲점,26,26,0,100.0,0.0
MA010120220803757940,늘봄숯불갈비,25,21,4,84.0,16.0
MA010120220805451667,타코마이너,25,24,1,96.0,4.0
MA010120220808906916,이가네양꼬치 성수직영점,25,24,1,96.0,4.0
MA010120220803771426,스텀필즈커피,25,25,0,100.0,0.0
MA010120220801734971,성수일미락,25,20,5,80.0,20.0
MA010120220805376723,파티세리 아모니,25,24,1,96.0,4.0
MA010120220805365162,그믐족발 성수점,25,25,0,100.0,0.0
MA010120220806674192,포메인 서울숲점,25,22,3,88.0,12.0
MA010120220813942954,페를 perle,25,25,0,100.0,0.0
MA010120220813923957,우웨이탕,25,24,1,96.0,4.0
MA010120220806848891,온더,25,25,0,100.0,0.0
MA010120220814270514,윤경,24,24,0,100.0,0.0
MA010120220807078997,르베지왕 성수공간,24,24,0,100.0,0.0
MA010120220800784704,조개도,24,24,0,100.0,0.0
MA010120220810196437,산들김밥,24,23,1,95.8,4.2
MA010120220811299567,뱅글,24,24,0,100.0,0.0
MA010120220808061997,플레이버타운,24,23,1,95.8,4.2
MA010120220803395333,호랑도,24,24,0,100.0,0.0
MA010120220811500684,세광양대창 성수점,24,22,2,91.7,8.3
MA010120220803742962,명국수,24,24,0,100.0,0.0
MA010120220809232709,오와리 본점,24,22,2,91.7,8.3
MA0101202302A0001741,마르코웤스,24,24,0,100.0,0.0
MA010120220810406070,나이스두잉 버거샵,24,24,0,100.0,0.0
MA010120220808615124,저스트텐동 성수점,24,23,1,95.8,4.2
MA010120220810598394,동구식당,23,22,1,95.7,4.3
MA010120220804397356,삽다리곱창,23,22,1,95.7,4.3
MA010120220805074557,안뜰 생선구이동태대구탕 뚝섬역점,23,23,0,100.0,0.0
MA010120220808178781,앳모스피어,23,23,0,100.0,0.0
MA010120220806395066,프랑스포차,23,22,1,95.7,4.3
MA010120220809135972,스프레이,23,23,0,100.0,0.0
MA010120220813799918,오엔엘,23,21,2,91.3,8.7
MA010120220812886695,스탠드업플리즈바이턴온,23,23,0,100.0,0.0
MA010120220804412452,북촌손만두 성수역점,23,23,0,100.0,0.0
MA010120220811077029,팩피,23,23,0,100.0,0.0
MA010120220813546356,카페 마렐,22,22,0,100.0,0.0
MA010120220814202673,차일디쉬,22,22,0,100.0,0.0
MA010120220802866992,댓길,22,22,0,100.0,0.0
2227,하노이바게트,22,19,3,86.4,13.6
MA010120220808771072,아이오쓰리 성수사거리점,22,22,0,100.0,0.0
MA010120220803088561,커피온리 뚝섬역점,22,22,0,100.0,0.0
MA010120220811965474,토리아에즈,22,22,0,100.0,0.0
MA010120220810162578,럭럭카페,22,22,0,100.0,0.0
MA010120220800118828,페스티발,22,20,2,90.9,9.1
MA010120220812089659,하이라인,22,22,0,100.0,0.0
MA010120220813523868,계월 곰탕,22,22,0,100.0,0.0
MA010120220805506128,그린랩,22,21,1,95.5,4.5
2241,더반 베를린 성수점,22,20,2,90.9,9.1
MA010120220811888332,힘이나는커피생활 성수3호점,22,22,0,100.0,0.0
MA010120220802952267,모퉁이와플,22,22,0,100.0,0.0
MA010120220808684679,업사이드커피 뚝섬점,21,21,0,100.0,0.0
MA010120220803828738,강남교자 뚝섬역점,21,20,1,95.2,4.8
MA010120220804804088,라무진 성수점,21,21,0,100.0,0.0
MA010120220812593704,미도림,21,21,0,100.0,0.0
MA010120220812195321,JAFA Brewery,21,18,3,85.7,14.3
MA010120220805307184,열기,21,21,0,100.0,0.0
MA010120220810962357,전자방,21,16,5,76.2,23.8
MA010120220802991908,쎄콩데live,21,19,2,90.5,9.5
MA010120220813137824,대박낙소 성수점,21,18,3,85.7,14.3
MA010120220803797964,카페베네 성수점,21,21,0,100.0,0.0
MA010120220802281662,빽다방 성수역롯데캐슬점,21,20,1,95.2,4.8
MA010120220809329231,컴오프,21,19,2,90.5,9.5
MA010120220805539921,토라식당,21,20,1,95.2,4.8
MA010120220805415612,일구공 성수 본점,21,20,1,95.2,4.8
MA010120220805839960,숲떡,21,16,5,76.2,23.8
MA010120220803773035,청춘고깃간,21,21,0,100.0,0.0
MA010120220802680062,달구벌반점,21,19,2,90.5,9.5
MA010120220800230780,이랑칼국수,21,21,0,100.0,0.0
MA010120220809663093,완백부대찌개삼겹살 성수낙낙점,21,20,1,95.2,4.8
MA010120220802237677,메종 성수돈,21,20,1,95.2,4.8
MA010120220806741869,델리커리 성수낙낙점,21,20,1,95.2,4.8
MA010120220803762562,성수동 간판없는집,21,20,1,95.2,4.8
MA010120220808040856,성수초밥 성수점,20,17,3,85.0,15.0
MA010120220813826789,칠칠칠,20,20,0,100.0,0.0
MA010120220811368660,오프커피,20,20,0,100.0,0.0
MA010120220804904705,청정옥,20,20,0,100.0,0.0
MA010120220812438889,글레이셔박,20,20,0,100.0,0.0
MA010120220805534983,크리스탈드래곤 성수낙낙점,20,20,0,100.0,0.0
MA010120220809782321,타논55,20,19,1,95.0,5.0
MA010120220800660242,오버도즈도넛앤커피,20,20,0,100.0,0.0
MA010120220809746177,마봉양꼬치 성수점,20,20,0,100.0,0.0
MA010120220803771619,퍼니주,20,20,0,100.0,0.0
MA010120220812016281,커피스미스,20,17,3,85.0,15.0
MA010120220810598185,울림,20,17,3,85.0,15.0
MA010120220807153312,스시이치바,20,20,0,100.0,0.0
MA010120220811928150,밀카페 우프,20,19,1,95.0,5.0
MA010120220807404744,BELOW SEONGSOO,20,19,1,95.0,5.0
MA010120220804394688,다모아뷔페,20,20,0,100.0,0.0
MA010120220808037206,젤라또투유,20,20,0,100.0,0.0
MA010120220812357258,매머드익스프레스 성수우림점,20,20,0,100.0,0.0
MA010120220808982041,24시전주명가콩나물국밥 서울성수점,20,20,0,100.0,0.0
MA010120220813226471,신의한국수본점,19,19,0,100.0,0.0
MA010120220812901516,웨이크앤베이크 성수,19,19,0,100.0,0.0
MA010120220803387190,녹마이,19,19,0,100.0,0.0
MA010120220810033257,투그,19,19,0,100.0,0.0
MA010120220808708586,행복한식당,19,19,0,100.0,0.0
MA010120220802055384,성수찰순대국,19,19,0,100.0,0.0
MA010120220811732789,매머드익스프레스 성수역SKV1점,19,19,0,100.0,0.0
MA010120220804204344,힘냉면록,19,18,1,94.7,5.3
MA010120220800809247,멘야마쯔리 성수점,19,19,0,100.0,0.0
MA010120220808016985,왕돈까스&왕냉면 뚝섬점,19,17,2,89.5,10.5
MA010120220808321840,오발탄 서울숲점,19,19,0,100.0,0.0
MA010120220812303226,제일 참 순대국,19,18,1,94.7,5.3
MA010120220802514311,구펠,19,19,0,100.0,0.0
MA010120220805080533,그레이트커피 서울숲점,19,19,0,100.0,0.0
MA010120220806866823,우디집,19,19,0,100.0,0.0
MA010120220803780095,용이네,19,19,0,100.0,0.0
MA010120220803986154,밤새우리,19,19,0,100.0,0.0
MA010120220803328469,파티세리후르츠,18,18,0,100.0,0.0
MA010120220813784886,퍼틴 성수점,18,16,2,88.9,11.1
MA010120220811832356,더벤티 성수아이에스점,18,17,1,94.4,5.6
MA010120220803764741,후다닭Q 본점,18,17,1,94.4,5.6
MA010120220806838361,스테치,18,17,1,94.4,5.6
MA010120220803742245,외가집,18,17,1,94.4,5.6
MA010120220812693081,방춘리,18,18,0,100.0,0.0
MA010120220811991889,아타리,18,17,1,94.4,5.6
MA010120220809236200,플디 성수점,18,18,0,100.0,0.0
MA010120220810483664,에토프커피 성수,18,18,0,100.0,0.0
MA010120220804763266,스시현,18,18,0,100.0,0.0
MA010120220810380417,제로드,18,18,0,100.0,0.0
MA010120220804024216,우마텐 텐동,18,15,3,83.3,16.7
MA010120220802864150,꼬치상점,18,18,0,100.0,0.0
MA010120220805001002,한냄비,18,15,3,83.3,16.7
MA010120220805988502,오시요거트,18,18,0,100.0,0.0
MA010120220804611455,브루잉 세레모니,17,17,0,100.0,0.0
MA010120220813020339,호호반점 성수낙낙점,17,17,0,100.0,0.0
MA010120220806708377,메시,17,16,1,94.1,5.9
MA010120220813762877,오늘와인한잔 성수가든점,17,17,0,100.0,0.0
MA010120220803773486,연탄불꼼장어,17,17,0,100.0,0.0
MA010120220814198607,라비옹카페,17,15,2,88.2,11.8
MA010120220800863912,파리바게뜨 성수코오롱점,17,17,0,100.0,0.0
MA010120220812304628,이태리차차,17,16,1,94.1,5.9
MA010120220807104761,성일정육식당,17,15,2,88.2,11.8
MA010120220803729064,찐짜솥뚜껑삼겹살갈비,17,15,2,88.2,11.8
MA010120220809607130,해피캔디쿠키,17,17,0,100.0,0.0
MA010120220808056825,달래해장 성수점,17,14,3,82.4,17.6
MA010120220810276601,플래닝샐러드,17,16,1,94.1,5.9
MA010120220814180677,우시야 성수점,17,17,0,100.0,0.0
MA010120220803763570,미락바지락칼국수,17,16,1,94.1,5.9
MA010120220802899119,텐바,17,17,0,100.0,0.0
MA010120220803238626,세븐갈비,17,14,3,82.4,17.6
MA010120220803770309,뚜레쥬르 성수역점,17,16,1,94.1,5.9
MA010120220803238674,역전할머니맥주 성수점,17,14,3,82.4,17.6
MA010120220809927038,교촌치킨 성수1호점,17,16,1,94.1,5.9
MA010120220813721702,성수동꿀꽈배기,17,17,0,100.0,0.0
MA010120220803332836,키베이커리,17,17,0,100.0,0.0
MA010120220810061477,작야,16,15,1,93.8,6.2
MA010120220814302444,땡기면땡비어,16,16,0,100.0,0.0
MA010120220813350829,명가닭한마리,16,16,0,100.0,0.0
MA010120220813873857,마루제면소,16,16,0,100.0,0.0
MA010120220807995994,라온석갈비,16,15,1,93.8,6.2
MA010120220810134427,아웃오브타임,16,16,0,100.0,0.0
MA010120220813846050,경성찹쌀꽈배기 성수역점,16,15,1,93.8,6.2
MA010120220805510652,빅쭌부대찌개 성수점,16,16,0,100.0,0.0
MA010120220810963854,파인와플,16,14,2,87.5,12.5
MA010120220803708696,탐앤탐스 성수1호점,16,14,2,87.5,12.5
MA010120220810442945,샌드카베,16,16,0,100.0,0.0
MA010120220813644918,카페 차 성수점,16,15,1,93.8,6.2
MA010120220814284941,다모토리혼,16,16,0,100.0,0.0
MA010120220812810945,포미래,16,16,0,100.0,0.0
MA010120220808545918,매머드익스프레스 뚝섬역점,16,15,1,93.8,6.2
MA010120220813670541,쑤쑤타이,16,16,0,100.0,0.0
MA010120220801698349,산내골칼국수,16,15,1,93.8,6.2
MA010120220812983306,백정돈공장,16,14,2,87.5,12.5
MA010120220804037794,퍼응언쌀국수,16,15,1,93.8,6.2
MA010120220803764173,이북집 찹쌀순대 성수점,16,10,6,62.5,37.5
MA010120220803591024,담소소사골순대육개장 서울숲점,16,16,0,100.0,0.0
MA010120220813776881,뚝섬포구,16,16,0,100.0,0.0
MA010120220802504171,레드브릭스모크하우스,16,16,0,100.0,0.0
MA010120220810057396,맛차차,15,15,0,100.0,0.0
MA010120220804855641,시원,15,15,0,100.0,0.0
MA010120220812777613,강다짐 삼각김밥 성수점,15,14,1,93.3,6.7
MA010120220803779926,한촌설렁탕 성수뚝도점,15,15,0,100.0,0.0
MA010120220806638593,60계치킨 서울성수점,15,13,2,86.7,13.3
MA010120220810877256,빽다방 성수뚝도점,15,14,1,93.3,6.7
MA010120220803753358,보난자 베이커리,15,14,1,93.3,6.7
